order_id,customer_id,product_id,sales_rep_id,order_date,quantity,discount,total,status
80,311,11,9,2024-04-21,4,0,406.84,completed
81,321,10,3,2024-09-26,5,0.1,6728.53,completed
82,394,76,7,2025-08-18,5,0.05,9880.38,completed
83,397,20,12,2025-07-06,1,0.15,1796.33,completed
84,69,60,17,2024-10-24,2,0,410.12,completed
85,123,79,6,2025-11-09,3,0,10708.62,completed
86,447,19,16,2025-11-06,10,0,5372.1,pending
87,190,30,2,2024-08-25,3,0.05,6439.2,pending
88,233,6,2,2025-02-01,20,0,4148.6,completed
89,141,95,9,2025-06-17,2,0.05,5874.17,completed
90,335,10,17,2025-01-22,1,0.2,1196.18,completed
91,445,45,16,2025-02-19,3,0.15,315.28,completed
92,118,10,17,2024-05-22,2,0,2990.46,completed
93,419,16,8,2025-01-05,2,0,2880.26,completed
94,246,62,7,2025-11-22,2,0.05,725.82,completed
95,294,76,6,2024-09-06,1,0.05,1976.08,cancelled
96,133,24,17,2024-05-30,10,0.05,6430.74,completed
97,421,37,3,2025-11-08,1,0.05,300.77,completed
98,426,53,20,2025-05-08,1,0.05,373.08,pending
99,136,22,11,2025-09-30,5,0.05,6515.62,completed
100,56,3,7,2025-01-22,2,0.15,4120.0,completed
101,91,61,20,2024-06-02,2,0.15,519.91,completed
102,338,17,20,2024-04-30,2,0,1836.1,cancelled
103,333,56,17,2025-11-25,2,0.15,74.14,completed
104,411,62,13,2025-03-15,1,0.1,343.81,cancelled
105,295,13,14,2025-12-14,1,0,533.74,completed
106,449,70,14,2024-03-26,1,0,172.01,completed
107,61,67,1,2024-01-08,1,0,148.62,pending
108,80,55,19,2025-02-22,1,0.15,348.81,completed
109,349,51,7,2025-01-09,2,0.1,401.11,completed
110,248,33,10,2025-01-14,2,0.1,1400.42,completed
111,61,96,8,2025-11-06,2,0.05,9173.9,completed
112,403,44,18,2024-08-07,2,0.05,933.05,completed
113,308,56,3,2024-05-28,1,0,43.61,completed
114,477,52,20,2024-02-08,3,0,1076.88,returned
115,225,2,7,2024-06-28,4,0.2,90.14,completed
116,307,66,17,2024-07-18,3,0.05,1306.47,completed
117,1,21,3,2025-01-03,50,0.1,55597.95,completed
118,103,67,1,2025-02-08,3,0,445.86,completed
119,372,72,19,2024-10-18,1,0.2,267.4,completed
120,,53,17,2025-08-11,1,0,392.72,completed
121,227,49,19,2025-08-11,2,0,1351.7,completed
122,460,76,1,2025-04-14,2,0,4160.16,completed
123,118,41,14,2024-08-13,10,0.05,5786.64,completed
124,48,52,11,2024-09-26,1,0.2,287.17,completed
125,112,74,9,2024-12-28,1,0.1,164.53,cancelled
126,103,31,8,2024-07-13,4,0,2885.44,completed
127,80,100,4,2024-12-30,1,0,4391.08,returned
128,392,70,2,2025-05-19,4,0,688.04,completed
129,392,66,9,2025-05-17,1,0.1,412.57,completed
130,202,88,6,2024-02-03,2,0,8916.38,completed
131,353,2,1,2024-11-19,3,0,84.51,completed
132,133,24,18,2025-01-05,1,0,676.92,returned
133,188,24,16,2024-12-17,2,0,1353.84,pending
134,231,24,19,2024-10-13,1,0.05,643.07,completed
135,412,31,18,2024-04-12,2,0,1442.72,completed
136,5,23,14,2024-06-02,2,0.25,730.19,pending
137,162,63,10,2025-06-13,1,0.15,179.94,completed
138,31,28,9,2024-04-11,2,0.05,2016.11,completed
139,134,47,12,2024-12-08,2,0.2,958.62,completed
140,180,87,20,2024-01-21,1,0.05,2285.35,completed
141,182,42,17,2024-10-18,2,0.1,1126.51,cancelled
142,238,81,5,2025-01-25,4,0.05,7055.23,cancelled
143,293,52,3,2025-03-07,1,0,358.96,completed
144,150,91,9,2025-10-30,2,0,3232.2,cancelled
145,267,58,14,2025-01-06,1,0.15,105.04,completed
146,482,96,3,2024-08-28,1,0,4828.37,completed
147,14,99,13,2025-04-29,2,0.25,105.61,completed
148,336,50,10,2025-09-24,1,0.1,104.54,completed
149,430,22,1,2024-05-09,1,0,1371.71,cancelled
150,446,70,9,2025-05-02,2,0,344.02,cancelled
151,306,59,19,2025-07-06,2,0.05,411.46,completed
152,247,70,8,2024-12-21,4,0,688.04,completed
153,6,1,17,2024-09-23,4,0.1,6266.2,completed
154,353,63,16,2025-04-25,1,0.1,190.52,pending
155,4,71,12,2025-09-03,1,0.15,66.38,completed
156,378,83,13,2024-09-12,4,0,2907.72,completed
157,123,67,20,2025-10-02,4,0.05,564.76,completed
158,36,24,5,2025-02-26,1,0.05,643.07,completed
159,359,80,16,2024-10-05,1,0,3660.09,completed
160,498,14,10,2025-07-01,1,0.1,1630.84,completed
161,8,64,7,2024-08-26,1,0,334.27,pending
162,406,5,11,2025-01-15,1,0.1,1472.54,completed
163,93,25,9,2024-03-14,4,0.1,1436.58,completed
164,500,57,8,2024-09-11,3,0,441.78,completed
165,107,61,13,2024-04-06,3,0,917.49,completed
166,373,6,18,2025-10-06,2,0,414.86,completed
167,27,86,7,2024-07-22,20,0,38424.8,completed
168,142,75,4,2024-01-16,1,0,100.47,returned
169,80,48,3,2025-05-01,1,0,276.91,completed
170,477,98,2,2024-12-12,1,0.05,3606.58,completed
171,120,41,18,2024-04-19,3,0.1,1644.62,pending
172,11,89,13,2025-03-25,1,0,1561.94,cancelled
173,287,38,18,2025-05-11,3,0,1261.65,completed
174,166,94,15,2024-12-22,1,0.1,2612.32,cancelled
175,272,20,15,2025-07-21,1,0,2113.33,completed
176,95,3,20,2025-06-02,4,0.1,8724.71,completed
177,276,50,7,2024-03-05,2,0,232.32,completed
178,210,83,11,2025-09-19,1,0.05,690.58,completed
179,17,26,4,2024-05-12,2,0,3357.3,completed
180,270,80,19,2025-02-01,1,0,3660.09,completed
181,472,27,16,2024-03-13,5,0.1,2646.41,completed
182,32,47,18,2025-10-16,3,0.15,1527.81,pending
183,30,79,9,2025-12-26,2,0.1,6425.17,pending
184,372,30,18,2025-06-15,1,0,2259.37,completed
185,92,72,18,2025-08-06,2,0,668.5,completed
186,360,86,14,2025-01-01,5,0,9606.2,completed
187,337,21,18,2025-02-15,50,0,61775.5,completed
188,282,42,12,2024-11-18,2,0.05,1189.1,pending
189,312,31,19,2024-11-27,2,0,1442.72,completed
190,232,58,13,2024-09-17,1,0,123.58,completed
191,456,39,1,2024-01-17,1,0,502.22,cancelled
192,422,36,18,2025-12-07,2,0.05,498.94,completed
193,183,20,5,2024-04-06,1,0.15,1796.33,completed
194,292,28,3,2024-04-04,3,0.1,2865.0,completed
195,360,74,4,2025-12-07,2,0,365.62,completed
196,400,8,11,2025-08-13,1,0.1,401.41,completed
197,435,78,1,2024-08-20,2,0.05,8633.35,completed
198,277,73,5,2025-06-20,1,0.05,76.77,completed
199,375,51,15,2025-11-20,3,0.05,635.09,completed
200,202,19,5,2025-03-18,1,0,537.21,completed
201,44,52,17,2025-07-15,2,0.05,682.02,pending
202,250,51,19,2025-05-07,1,0.05,211.7,completed
203,137,100,14,2024-09-09,1,0.15,3732.42,completed
204,212,55,12,2025-11-18,1,0,410.37,completed
205,226,6,8,2025-03-28,1,0,207.43,pending
206,28,32,20,2024-03-28,5,0.15,446.33,pending
207,412,15,10,2024-01-15,2,0,1443.54,completed
208,280,67,9,2025-07-04,2,0.05,282.38,returned
209,358,86,1,2025-12-12,1,0.15,1633.05,completed
210,146,26,20,2024-09-18,1,0,1678.65,cancelled
211,139,85,12,2024-03-09,4,0,4777.24,cancelled
212,198,30,13,2025-10-26,2,0.1,4066.87,cancelled
213,102,65,15,2025-06-28,2,0.1,400.45,completed
214,251,51,6,2025-06-26,1,0.05,211.7,completed
215,121,65,9,2024-11-05,4,0.05,845.39,cancelled
216,116,20,11,2024-10-13,5,0.05,10038.32,completed
217,348,79,8,2025-01-26,2,0.05,6782.13,completed
218,466,78,11,2024-11-15,2,0,9087.74,completed
219,410,26,5,2025-08-17,1,0.1,1510.79,completed
220,466,99,5,2024-05-18,3,0.05,200.67,completed
221,486,93,4,2024-03-10,1,0.1,303.45,completed
222,227,96,9,2024-11-06,1,0,4828.37,completed
223,311,73,20,2025-09-18,1,0,80.81,completed
224,400,62,5,2025-01-02,2,0.05,725.82,completed
225,199,63,16,2025-01-17,1,0,211.69,completed
226,344,26,7,2025-02-26,1,0.15,1426.85,returned
227,167,59,8,2025-09-23,2,0.1,389.81,completed
228,202,79,19,2025-01-24,2,0.05,6782.13,cancelled
229,232,59,2,2024-02-09,4,0,866.24,completed
230,265,98,2,2024-02-10,1,0,3796.4,cancelled
231,237,22,14,2024-10-19,1,0.15,1165.95,completed
232,331,58,3,2024-05-25,3,0,370.74,pending
233,280,18,13,2025-12-13,2,0,3144.2,completed
234,355,84,6,2024-04-02,3,0,13524.0,completed
235,44,68,13,2025-04-05,3,0.2,1162.8,completed
236,195,6,6,2024-06-12,5,0.05,985.29,completed
237,75,23,2,2024-06-02,2,0,973.58,pending
238,93,16,5,2025-04-01,10,0,14401.3,pending
239,438,64,18,2024-01-13,4,0.05,1270.23,completed
240,,59,14,2024-08-10,2,0.05,411.46,completed
241,322,72,7,2025-07-14,1,0,334.25,completed
242,17,86,19,2024-02-07,4,0,7684.96,cancelled
243,92,21,10,2024-02-20,2,0.05,2347.47,completed
244,234,96,19,2025-07-29,1,0,4828.37,pending
245,189,49,3,2024-11-26,3,0.1,1824.8,completed
246,356,36,11,2025-04-27,2,0.05,498.94,completed
247,293,94,17,2025-09-18,20,0,58051.6,completed
248,148,55,20,2025-12-24,4,0,1641.48,completed
249,67,79,19,2025-09-30,2,0.1,6425.17,completed
250,100,1,4,2024-08-26,1,0.05,1653.58,completed
251,171,45,18,2025-02-28,4,0,494.56,completed
252,145,33,3,2025-12-07,1,0.05,739.11,completed
253,171,44,13,2024-01-07,3,0.05,1399.58,completed
254,427,44,16,2024-06-28,5,0.1,2209.86,completed
255,236,69,11,2025-05-08,2,0.1,774.45,cancelled
256,290,93,11,2024-11-02,2,0,674.34,completed
257,410,46,3,2024-12-05,10,0,3226.8,completed
258,432,22,19,2025-01-19,2,0,2743.42,completed
259,362,41,2,2024-11-11,1,0,609.12,cancelled
260,487,39,7,2025-01-15,2,0,1004.44,completed
261,13,62,17,2024-04-04,1,0,382.01,completed
262,168,19,4,2025-06-20,4,0.2,1719.07,completed
263,19,59,13,2024-05-15,3,0.05,617.2,completed
264,305,12,11,2024-02-15,2,0,4454.28,completed
265,382,40,1,2025-11-05,2,0,674.82,cancelled
266,103,25,10,2024-11-24,1,0,399.05,completed
267,81,36,4,2024-04-30,1,0.05,249.47,completed
268,282,41,9,2024-07-30,1,0.1,548.21,completed
269,160,79,11,2024-09-07,2,0,7139.08,completed
270,26,14,13,2025-11-22,1,0,1812.04,completed
271,429,89,15,2025-10-06,2,0,3123.88,pending
272,389,86,18,2025-12-31,1,0.15,1633.05,pending
273,417,90,15,2025-08-04,1,0,4962.5,completed
274,486,29,5,2025-04-21,4,0.05,8386.94,cancelled
275,470,86,11,2025-02-05,3,0.15,4899.16,completed
276,58,45,16,2024-01-31,2,0,247.28,pending
277,261,14,13,2025-09-10,4,0.1,6523.34,completed
278,37,39,18,2025-10-27,2,0.05,954.22,completed
279,499,62,13,2024-09-06,1,0,382.01,completed
280,176,70,8,2025-03-21,1,0.05,163.41,completed
281,294,63,4,2025-12-29,2,0,423.38,completed
282,490,52,3,2025-03-31,2,0.05,682.02,completed
283,331,85,2,2025-01-23,1,0.1,1074.88,cancelled
284,415,1,5,2025-10-13,3,0,5221.83,completed
285,101,27,11,2025-09-22,1,0.1,529.28,completed
286,469,45,3,2025-03-21,2,0.05,234.92,completed
287,282,7,1,2024-03-04,3,0.1,2197.31,completed
288,444,4,8,2024-10-15,2,0.05,1699.17,completed
289,196,52,13,2025-12-29,2,0,717.92,completed
290,197,47,14,2024-05-22,1,0.25,449.36,completed
291,332,3,5,2024-05-17,3,0,7270.59,completed
292,329,54,15,2024-05-19,5,0.05,1981.04,cancelled
293,261,55,18,2025-09-30,4,0,1641.48,completed
294,296,64,8,2025-03-10,3,0,1002.81,cancelled
295,20,73,16,2025-08-13,3,0,242.43,completed
296,41,19,17,2025-12-08,20,0.25,8058.15,pending
297,268,79,3,2025-04-21,1,0.05,3391.06,completed
298,40,88,18,2025-11-15,3,0,13374.57,completed
299,274,100,1,2024-12-17,2,0.05,8343.05,completed
300,216,46,10,2024-12-05,1,0,322.68,cancelled
301,373,73,9,2024-11-07,1,0,80.81,completed
302,150,95,20,2024-02-22,1,0,3091.67,completed
303,130,17,20,2024-10-11,1,0.15,780.34,completed
304,466,76,5,2024-04-24,3,0,6240.24,completed
305,121,63,6,2025-12-18,3,0.15,539.81,completed
306,372,82,6,2024-08-31,1,0.1,3955.34,completed
307,136,97,4,2025-10-19,1,0,1037.1,completed
308,386,69,8,2025-05-02,1,0.1,387.23,completed
309,223,2,10,2024-05-28,5,0,140.85,completed
310,22,13,18,2025-06-26,2,0.2,853.98,completed
311,440,35,11,2025-10-29,1,0.1,718.06,completed
312,396,87,8,2025-08-21,3,0.05,6856.05,completed
313,347,89,6,2024-12-11,1,0,1561.94,completed
314,,68,4,2024-03-10,3,0,1453.5,completed
315,13,80,3,2024-09-14,1,0.05,3477.09,cancelled
316,,91,4,2025-10-15,1,0.05,1535.29,completed
317,290,24,4,2025-10-25,3,0,2030.76,completed
318,473,36,14,2024-03-18,3,0.05,748.41,pending
319,38,36,2,2024-09-20,1,0,262.6,completed
320,36,63,7,2024-09-28,2,0,423.38,completed
321,221,28,20,2024-05-27,2,0.15,1803.89,completed
322,37,74,9,2024-04-15,3,0,548.43,completed
323,328,1,2,2025-10-30,3,0,5221.83,completed
324,264,91,16,2025-02-04,2,0,3232.2,completed
325,2,50,16,2024-03-12,1,0.05,110.35,returned
326,350,39,13,2024-12-07,1,0.25,376.67,completed
327,492,44,3,2025-01-09,4,0.1,1767.89,completed
328,21,50,7,2024-07-26,1,0,116.16,completed
329,184,63,3,2025-12-06,5,0,1058.45,completed
330,369,76,8,2024-02-06,2,0,4160.16,completed
331,256,69,15,2024-11-11,10,0,4302.5,completed
332,404,93,2,2024-12-11,2,0,674.34,completed
333,348,69,5,2025-06-19,3,0,1290.75,completed
334,10,61,20,2024-05-24,1,0.1,275.25,completed
335,464,40,4,2024-06-25,2,0,674.82,completed
336,305,79,8,2024-04-18,1,0,3569.54,completed
337,206,42,4,2025-11-25,20,0.05,11890.96,completed
338,33,16,9,2025-08-30,1,0,1440.13,completed
339,125,75,2,2025-07-20,1,0.1,90.42,completed
340,92,12,19,2024-03-23,5,0,11135.7,pending
341,106,19,9,2025-05-02,2,0,1074.42,cancelled
342,306,24,16,2025-09-17,2,0,1353.84,pending
343,179,54,1,2024-11-04,2,0,834.12,returned
344,442,98,18,2024-04-07,2,0,7592.8,completed
345,100,15,5,2024-08-01,3,0.2,1732.25,completed
346,473,6,2,2024-06-29,2,0,414.86,completed
347,316,98,15,2024-12-08,1,0.1,3416.76,cancelled
348,15,63,17,2024-06-29,1,0.15,179.94,completed
349,215,26,11,2025-08-29,1,0,1678.65,completed
350,446,26,13,2024-08-30,5,0,8393.25,completed
351,313,59,6,2024-05-28,1,0,216.56,completed
352,184,35,7,2025-10-09,1,0,797.84,completed
353,70,15,15,2024-10-14,2,0,1443.54,completed
354,310,21,20,2024-10-29,5,0.05,5868.67,completed
355,439,67,16,2024-08-23,4,0,594.48,completed
356,374,55,8,2025-04-18,1,0,410.37,completed
357,272,51,16,2025-05-31,4,0.05,846.79,completed
358,286,97,1,2025-05-22,3,0,3111.3,completed
359,332,12,1,2025-01-02,2,0,4454.28,completed
360,13,59,15,2025-08-07,3,0.15,552.23,completed
361,361,82,1,2025-01-14,4,0,17579.28,cancelled
362,272,5,10,2024-12-06,2,0,3272.3,cancelled
363,107,88,3,2025-07-09,2,0,8916.38,cancelled
364,187,7,4,2025-11-21,1,0,813.82,completed
365,287,91,3,2025-01-10,2,0.1,2908.98,completed
366,123,70,4,2024-12-08,2,0.1,309.62,pending
367,108,97,8,2025-12-20,1,0.15,881.53,completed
368,33,48,12,2025-03-09,2,0.05,526.13,pending
369,348,69,10,2025-04-26,2,0,860.5,completed
370,415,9,7,2025-12-10,5,0,6894.7,completed
371,490,10,4,2024-07-02,1,0,1495.23,completed
372,497,88,18,2024-01-24,10,0,44581.9,completed
373,11,38,7,2025-10-22,1,0.15,357.47,completed
374,211,75,11,2025-06-16,3,0.1,271.27,completed
375,357,68,18,2025-11-12,2,0,969.0,completed
376,88,34,8,2024-11-09,2,0.2,551.15,pending
377,146,59,6,2024-02-18,2,0,433.12,completed
378,355,86,5,2025-12-26,1,0,1921.24,returned
379,134,48,6,2025-08-11,1,0.1,249.22,completed
380,76,48,15,2024-12-18,2,0,553.82,completed
381,256,99,5,2024-01-26,10,0.15,598.48,completed
382,332,91,10,2024-12-05,2,0,3232.2,cancelled
383,410,73,15,2025-08-10,1,0,80.81,completed
384,283,15,10,2024-02-11,1,0.05,685.68,completed
385,48,42,2,2024-12-31,2,0,1251.68,completed
386,101,3,3,2024-10-11,2,0,4847.06,completed
387,163,78,20,2025-02-07,2,0,9087.74,completed
388,,55,12,2025-02-11,1,0,410.37,completed
389,229,72,3,2024-11-11,1,0.15,284.11,completed
390,84,94,14,2024-10-22,3,0,8707.74,pending
391,107,39,16,2025-09-04,20,0.05,9542.18,completed
392,328,35,14,2024-03-31,1,0,797.84,completed
393,427,49,10,2024-05-20,2,0,1351.7,pending
394,287,95,15,2025-08-22,1,0.1,2782.5,completed
395,490,82,16,2024-11-03,1,0.05,4175.08,completed
396,353,83,8,2024-07-02,1,0.1,654.24,completed
397,186,75,16,2024-03-09,2,0.15,170.8,completed
398,376,74,1,2024-05-02,4,0,731.24,completed
399,237,89,5,2024-11-23,1,0,1561.94,completed
400,467,46,2,2025-10-13,1,0.05,306.55,cancelled
401,322,24,4,2025-06-10,2,0,1353.84,completed
402,424,88,10,2024-11-19,1,0.05,4235.28,completed
403,422,19,1,2025-07-01,1,0,537.21,pending
404,467,21,4,2025-02-25,1,0.05,1173.73,pending
405,426,68,18,2025-07-26,3,0.1,1308.15,pending
406,40,15,5,2025-03-03,5,0,3608.85,completed
407,227,77,17,2025-01-06,3,0,674.19,completed
408,61,29,5,2024-01-30,4,0,8828.36,completed
409,41,55,4,2024-05-08,1,0.1,369.33,pending
410,17,85,17,2024-02-13,2,0,2388.62,cancelled
411,342,2,4,2024-02-14,3,0.15,71.83,completed
412,180,4,3,2024-07-23,1,0.1,804.87,completed
413,83,65,20,2025-08-16,1,0.05,211.35,completed
414,99,37,6,2025-06-25,5,0.05,1503.85,returned
415,302,24,15,2025-05-01,3,0,2030.76,pending
416,264,30,14,2025-01-23,1,0.25,1694.53,completed
417,254,98,12,2024-04-22,3,0.05,20890.69,completed
418,253,15,13,2024-12-01,1,0.05,685.68,completed
419,209,38,14,2025-03-30,1,0,420.55,pending
420,346,63,4,2025-01-11,1,0.05,201.11,completed
421,206,89,19,2024-05-02,20,0.1,28114.92,cancelled
422,500,26,11,2024-06-21,1,0.1,1510.79,completed
423,366,99,19,2025-05-26,2,0.1,126.74,pending
424,342,78,13,2025-02-13,20,0.05,86333.53,completed
425,129,63,16,2025-04-10,1,0.2,169.35,completed
426,498,23,13,2025-05-25,2,0,973.58,completed
427,40,85,17,2025-09-30,3,0.1,3224.64,completed
428,255,63,17,2025-11-08,1,0,211.69,cancelled
429,392,5,14,2025-07-13,5,0,8180.75,completed
430,19,5,6,2025-01-20,2,0.15,2781.45,completed
431,85,63,14,2025-12-24,1,0.1,190.52,completed
432,252,85,18,2024-04-22,3,0.05,3403.78,completed
433,201,34,16,2024-06-09,2,0,688.94,completed
434,165,8,1,2024-10-18,2,0,892.02,completed
435,457,81,11,2025-08-20,1,0,1856.64,returned
436,339,32,8,2025-02-25,1,0,105.02,completed
437,34,40,4,2025-12-05,1,0,337.41,completed
438,217,73,17,2025-04-16,5,0,404.05,completed
439,163,49,19,2025-08-25,1,0.05,642.06,pending
440,106,44,16,2024-04-12,2,0.1,883.94,completed
441,497,56,7,2025-09-21,2,0.1,78.5,pending
442,136,7,10,2025-07-02,50,0,40691.0,completed
443,297,13,19,2024-04-04,1,0,533.74,pending
444,178,10,10,2025-05-01,2,0,2990.46,completed
445,103,54,13,2024-11-16,1,0.05,396.21,completed
446,10,81,17,2025-07-14,4,0.05,7055.23,completed
447,327,69,20,2025-04-23,4,0.15,1462.85,cancelled
448,31,67,7,2025-10-03,1,0,148.62,completed
449,392,39,14,2025-12-02,2,0.15,853.77,cancelled
450,105,53,9,2025-10-11,4,0.05,1492.34,completed
451,123,15,5,2025-09-07,1,0,721.77,pending
452,224,55,2,2025-04-20,1,0,410.37,completed
453,338,71,6,2024-10-11,2,0,156.18,completed
454,460,11,11,2024-01-21,2,0.15,172.91,cancelled
455,337,12,13,2025-11-18,10,0.1,20044.26,completed
456,257,16,17,2024-04-24,3,0.05,4104.37,pending
457,453,12,8,2025-06-21,2,0.1,4008.85,completed
458,413,96,8,2025-08-21,10,0,48283.7,completed
459,442,76,2,2025-03-26,2,0,8067.84,cancelled
460,280,55,16,2024-11-20,3,0.2,984.89,cancelled
461,367,48,10,2024-05-28,1,0.2,221.53,completed
462,410,7,8,2025-11-09,1,0,813.82,completed
463,186,88,4,2025-12-18,2,0,8916.38,completed
464,480,97,8,2024-09-18,1,0.15,881.53,completed
465,451,99,14,2025-03-25,3,0,211.23,completed
466,212,43,14,2025-05-18,4,0.1,2532.74,pending
467,134,65,3,2025-12-16,1,0.05,211.35,pending
468,233,89,1,2024-11-30,3,0.05,4451.53,completed
469,103,81,10,2024-05-19,1,0,1856.64,completed
470,394,84,5,2025-06-12,4,0.05,17130.4,pending
471,232,62,5,2024-11-23,1,0.05,362.91,pending
472,102,11,14,2024-10-15,1,0,101.71,completed
473,486,3,18,2025-08-07,2,0.05,4604.71,cancelled
474,360,22,2,2025-04-18,2,0,2743.42,completed
475,270,56,15,2024-04-30,4,0,174.44,completed
476,442,35,10,2024-07-27,3,0,2393.52,completed
477,422,37,7,2024-07-30,2,0,633.2,completed
478,500,34,8,2024-10-24,2,0.15,585.6,completed
479,332,59,3,2025-12-01,1,0,216.56,completed
480,204,88,7,2025-12-10,3,0.1,12037.11,completed
481,286,8,2,2024-09-19,1,0,446.01,cancelled
482,415,6,1,2025-09-04,1,0.05,197.06,completed
483,68,72,2,2025-02-08,2,0,668.5,completed
484,450,60,5,2024-12-13,1,0.1,184.55,completed
485,23,17,16,2024-09-23,4,0.1,3304.98,completed
486,449,34,20,2025-03-16,4,0.15,1171.2,completed
487,378,63,5,2024-11-19,2,0.15,359.87,completed
488,77,7,8,2025-03-26,1,0,813.82,completed
489,459,64,2,2025-04-23,2,0.25,501.4,completed
490,434,93,5,2025-04-13,1,0,337.17,cancelled
491,498,1,17,2025-08-22,3,0,5221.83,cancelled
492,49,43,1,2025-11-24,1,0.25,527.65,completed
493,488,14,11,2025-01-17,1,0,1812.04,pending
494,246,59,9,2025-11-06,2,0,433.12,returned
495,319,58,11,2025-11-02,10,0.25,926.85,cancelled
496,442,7,10,2025-08-05,1,0,813.82,completed
497,205,33,6,2025-09-08,1,0.1,700.21,completed
498,207,37,5,2024-06-15,1,0,316.6,completed
499,,88,20,2024-11-13,1,0.05,4235.28,pending
500,229,50,16,2025-06-08,1,0.05,110.35,completed
501,323,55,3,2025-09-20,1,0,410.37,completed
